"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","90796","testAutomationPracticeFormWithJavaFakerTest()","","Sat Jan 18 19:25:05 GMT 2025","broken","Sat Jan 18 19:26:36 GMT 2025","","qa.demoqa.AutomationPracticeFormPageObjectTests","qa.demoqa.AutomationPracticeFormPageObjectTests","testAutomationPracticeFormWithJavaFakerTest"
"","475","jsonParserWithGSONTest()","","Sat Jan 18 19:25:05 GMT 2025","passed","Sat Jan 18 19:25:05 GMT 2025","","qa.file.FileParserTests","qa.file.FileParserTests","jsonParserWithGSONTest"
"","92787","testAutomationPracticeFormTest()","","Sat Jan 18 19:25:05 GMT 2025","failed","Sat Jan 18 19:26:38 GMT 2025","","qa.demoqa.AutomationPracticeFormTests","qa.demoqa.AutomationPracticeFormTests","testAutomationPracticeFormTest"
"","16","zipParserTxtTest()","","Sat Jan 18 19:25:06 GMT 2025","passed","Sat Jan 18 19:25:06 GMT 2025","","qa.file.FileParserTests","qa.file.FileParserTests","zipParserTxtTest"
"","90167","testAutomationPracticeFormTest()","","Sat Jan 18 19:25:06 GMT 2025","broken","Sat Jan 18 19:26:36 GMT 2025","","qa.demoqa.AutomationPracticeFormPageObjectTests","qa.demoqa.AutomationPracticeFormPageObjectTests","testAutomationPracticeFormTest"
"","71542","dragAndDropByCommandTest()","","Sat Jan 18 19:25:05 GMT 2025","passed","Sat Jan 18 19:26:16 GMT 2025","","qa.selenide.HerokuAppTests","qa.selenide.HerokuAppTests","dragAndDropByCommandTest"
"","339","jsonParserWithGSONByPojoTest()","","Sat Jan 18 19:25:06 GMT 2025","passed","Sat Jan 18 19:25:06 GMT 2025","","qa.file.FileParserTests","qa.file.FileParserTests","jsonParserWithGSONByPojoTest"
"","9829","selenideDownloadTest()","","Sat Jan 18 19:25:05 GMT 2025","passed","Sat Jan 18 19:25:15 GMT 2025","","qa.file.FileParserTests","qa.file.FileParserTests","selenideDownloadTest"
"","90202","selenideUploadTest()","","Sat Jan 18 19:25:06 GMT 2025","broken","Sat Jan 18 19:26:36 GMT 2025","","qa.file.FileParserTests","qa.file.FileParserTests","selenideUploadTest"
"","5078","zipParserXlsxTest()","","Sat Jan 18 19:25:06 GMT 2025","passed","Sat Jan 18 19:25:11 GMT 2025","","qa.file.FileParserTests","qa.file.FileParserTests","zipParserXlsxTest"
"","15698","Checking issue in github repository with step annotation and dynamic labels","","Sat Jan 18 19:25:05 GMT 2025","passed","Sat Jan 18 19:25:20 GMT 2025","","qa.github.GitHubAllureTests","qa.github.GitHubAllureTests","shouldHaveIssueWebStepsTest"
"","62","csvParserTest()","","Sat Jan 18 19:25:05 GMT 2025","passed","Sat Jan 18 19:25:06 GMT 2025","","qa.file.FileParserTests","qa.file.FileParserTests","csvParserTest"
"","30","successfulLoginWithEnterTest(Browser) [4] SAFARI","","Sat Jan 18 19:27:06 GMT 2025","broken","Sat Jan 18 19:27:06 GMT 2025","","qa.qaguru.QaGuruLoginTests","qa.qaguru.QaGuruLoginTests","successfulLoginWithEnterTest"
"","4","successfulLoginWithEnterTest(Browser) [5] OPERA","","Sat Jan 18 19:27:06 GMT 2025","broken","Sat Jan 18 19:27:06 GMT 2025","","qa.qaguru.QaGuruLoginTests","qa.qaguru.QaGuruLoginTests","successfulLoginWithEnterTest"
"","17240","successfulSearchWithEnterTest()","","Sat Jan 18 19:25:06 GMT 2025","failed","Sat Jan 18 19:25:23 GMT 2025","","qa.google.GoogleSearchTests","qa.google.GoogleSearchTests","successfulSearchWithEnterTest"
"","90092","Checking soft assertions page contains JUnit5 info for selenide repository","","Sat Jan 18 19:25:06 GMT 2025","broken","Sat Jan 18 19:26:36 GMT 2025","","qa.github.GithubSelenideTests","qa.github.GithubSelenideTests","checkSoftAssertionsPageForSelenideRepositoryTest"
"","90033","dragAndDropByActionsTest()","","Sat Jan 18 19:25:06 GMT 2025","broken","Sat Jan 18 19:26:36 GMT 2025","","qa.selenide.HerokuAppTests","qa.selenide.HerokuAppTests","dragAndDropByActionsTest"
"","4484","xlsParserTest()","","Sat Jan 18 19:25:06 GMT 2025","passed","Sat Jan 18 19:25:11 GMT 2025","","qa.file.FileParserTests","qa.file.FileParserTests","xlsParserTest"
"","90161","successfulLoginWithEnterTest(Browser) [1] CHROME","","Sat Jan 18 19:25:06 GMT 2025","broken","Sat Jan 18 19:26:36 GMT 2025","","qa.qaguru.QaGuruLoginTests","qa.qaguru.QaGuruLoginTests","successfulLoginWithEnterTest"
"","30412","successfulLoginWithEnterTest(Browser) [2] FIREFOX","","Sat Jan 18 19:26:36 GMT 2025","broken","Sat Jan 18 19:27:06 GMT 2025","","qa.qaguru.QaGuruLoginTests","qa.qaguru.QaGuruLoginTests","successfulLoginWithEnterTest"
"","4086","zipParserPdfTest()","","Sat Jan 18 19:25:06 GMT 2025","passed","Sat Jan 18 19:25:10 GMT 2025","","qa.file.FileParserTests","qa.file.FileParserTests","zipParserPdfTest"
