"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","90074","selenideUploadTest()","","Sun Jan 19 12:08:42 GMT 2025","broken","Sun Jan 19 12:10:12 GMT 2025","","qa.file.FileParserTests","qa.file.FileParserTests","selenideUploadTest"
"","90055","testAutomationPracticeFormTest()","","Sun Jan 19 12:08:42 GMT 2025","broken","Sun Jan 19 12:10:12 GMT 2025","","qa.demoqa.AutomationPracticeFormPageObjectTests","qa.demoqa.AutomationPracticeFormPageObjectTests","testAutomationPracticeFormTest"
"","50","successfulLoginWithEnterTest(Browser) [4] SAFARI","","Sun Jan 19 12:10:47 GMT 2025","broken","Sun Jan 19 12:10:47 GMT 2025","","qa.qaguru.QaGuruLoginTests","qa.qaguru.QaGuruLoginTests","successfulLoginWithEnterTest"
"","90090","successfulLoginWithEnterTest(Browser) [1] CHROME","","Sun Jan 19 12:08:43 GMT 2025","broken","Sun Jan 19 12:10:13 GMT 2025","","qa.qaguru.QaGuruLoginTests","qa.qaguru.QaGuruLoginTests","successfulLoginWithEnterTest"
"","42","successfulLoginWithEnterTest(Browser) [3] EDGE","","Sun Jan 19 12:10:47 GMT 2025","broken","Sun Jan 19 12:10:47 GMT 2025","","qa.qaguru.QaGuruLoginTests","qa.qaguru.QaGuruLoginTests","successfulLoginWithEnterTest"
"","77793","successfulSearchWithEnterTest()","","Sun Jan 19 12:08:42 GMT 2025","failed","Sun Jan 19 12:10:00 GMT 2025","","qa.google.GoogleSearchTests","qa.google.GoogleSearchTests","successfulSearchWithEnterTest"
"","34111","successfulLoginWithEnterTest(Browser) [2] FIREFOX","","Sun Jan 19 12:10:13 GMT 2025","broken","Sun Jan 19 12:10:47 GMT 2025","","qa.qaguru.QaGuruLoginTests","qa.qaguru.QaGuruLoginTests","successfulLoginWithEnterTest"
"","16565","Checking issue in github repository with step methods and static labels","","Sun Jan 19 12:08:42 GMT 2025","passed","Sun Jan 19 12:08:58 GMT 2025","","qa.github.GitHubAllureTests","qa.github.GitHubAllureTests","shouldHaveIssueTest"
"","6160","dragAndDropByCommandTest()","","Sun Jan 19 12:08:41 GMT 2025","passed","Sun Jan 19 12:08:47 GMT 2025","","qa.selenide.HerokuAppTests","qa.selenide.HerokuAppTests","dragAndDropByCommandTest"
"","4239","zipParserPdfTest()","","Sun Jan 19 12:08:42 GMT 2025","passed","Sun Jan 19 12:08:46 GMT 2025","","qa.file.FileParserTests","qa.file.FileParserTests","zipParserPdfTest"
"","4996","zipParserXlsxTest()","","Sun Jan 19 12:08:42 GMT 2025","passed","Sun Jan 19 12:08:47 GMT 2025","","qa.file.FileParserTests","qa.file.FileParserTests","zipParserXlsxTest"
"","5288","dragAndDropByActionsTest()","","Sun Jan 19 12:08:42 GMT 2025","passed","Sun Jan 19 12:08:47 GMT 2025","","qa.selenide.HerokuAppTests","qa.selenide.HerokuAppTests","dragAndDropByActionsTest"
"","90079","Checking finding selenide repository at the search top","","Sun Jan 19 12:08:42 GMT 2025","broken","Sun Jan 19 12:10:12 GMT 2025","","qa.github.GithubSelenideTests","qa.github.GithubSelenideTests","shouldFindSelenideRepositoryAtTheTopTest"
